date,prop_upderestimation,prop_upderestimation_lb,prop_upderestimation_ub
2020-04-01,0.031852144664476,0.152596696460722,0.01237781063429
2020-04-16,0.073394510658186,0.228901066305504,0.0303802526764026
2020-05-01,0.152338738449857,0.391499499349915,0.0668619786481172
2020-05-16,0.24262655051076,0.523737338584358,0.113924435236784
