prior_values,posterior_values
2,5.72887975901915
1.06988620150764,3.27061862804948
0.997338354906282,1.67190389377966
0.9984503924527,1.7293107128249
0.9984503924527,5.09137527721901
0.9984503924527,0.946389297637034
0.9984503924527,2.57477677432481
0.9984503924527,4.72033863776564
0.9984503924527,1.48654077533571
0.9984503924527,3.45416425907363
0.9984503924527,3.27325856685178
0.9984503924527,3.45435183507925
0.9984503924527,1.66334354756543
0.9984503924527,2.46644189740507
0.9984503924527,2.23096686194452
0.9984503924527,2.46816298711704
0.9984503924527,1.67283440944046
0.9984503924527,4.39251827628086
0.9984503924527,1.21298593427913
1.00547517236531,1.8655889982433
1.02508701300379,2.40398893574533
1.02508701300379,3.06347210409653
1.0795196600423,3.17628565476755
1.08189475905425,3.14174130695536
1.17122079138369,2.60616341330705
1.16226253991478,2.77353030901385
1.18786481719971,2.59730505189119
1.20817532377132,2.12916450224429
1.2192692676919,1.57655591037858
1.17805333770026,1.38993579341968
1.20818765696165,0.863106954011497
1.26110066193486,2.55450538671363
1.28023637089198,1.58372561727231
1.34888832019895,1.30349145599127
1.2836667104519,3.16243436888888
1.24781773857769,3.50667662642763
1.36647271963753,3.19316851226826
1.42914623944336,1.94155059345065
1.43365859016963,1.64404436696083
1.34554009997647,2.06897655005514
1.40376089909574,3.62744159938845
1.4573337239415,1.7331317872367
1.46910041145677,4.35591996729836
1.39395538142661,5.16839695217799
1.40101827231788,0.965272570497539
1.32302573224009,2.3063075285669
1.20782657000726,3.11746710813035
1.48265586734587,3.13392946191253
1.642873146831,9.05282418821597
1.50625246186013,4.61373225496729
1.66550722762076,1.49826304973527
1.6563124625361,1.11025883545105
1.57424157224934,4.91253378267121
1.75541073321036,1.46226670102099
1.5307337744241,4.01842539585065
1.64128571318797,2.93210633792098
1.57209537021493,1.653197722081
1.4678021022364,1.219445583248
1.66307345792011,2.5729239093842
1.57456184400602,4.47636502031447
1.79525098916177,0.8169885424741
1.67720003535058,1.25610963539192
1.47016153187553,2.15185355227881
1.70193068095988,1.68446869198784
1.55723223339874,4.17261863532404
1.66418415736388,1.57177289524538
1.79580763016144,3.65381907350694
1.73301075677461,3.460203527807
1.71032405529001,0.980805466648102
1.57171337782036,1.16329737856372
1.57171337782036,1.59137169994491
1.5238955912085,3.16644195785182
1.80744998911413,3.00570738190867
1.65678213650171,2.41570634033271
1.59450674685579,2.13984980459928
1.72716550827872,1.6415392466496
1.58659681737452,0.52138304365635
1.61086815041968,2.29488031198919
1.52704671354831,3.88561101932014
1.69112057998764,1.64934756799349
1.85580553099428,2.84024075843741
1.88143562090319,5.61065518470236
1.63210661487058,2.58858564876998
1.83942008586997,3.56559107963517
1.86395991631653,1.7840958589585
1.71493088142162,3.11266682379941
1.9701179196168,2.20411372432852
1.81304834328344,2.91103431439181
1.72269317691392,1.25691318664526
1.80510901571944,1.76503899123082
1.8178991588523,1.33451752290998
1.72166228298936,3.29017201135302
1.47463166323817,2.08437461506818
1.55874805492944,1.98673626414276
1.69156905514444,1.41470978855968
1.79036959783348,1.38011604165497
1.75600382541864,2.66268120043242
1.77859757983191,2.69076233187195
1.62819490800021,2.635793717122
1.56080369747482,3.10448049205869
1.57843116957375,1.54401100873312
1.72376356143032,2.54316841853576
1.77884766522525,3.26179670506941
1.71179803986203,2.90916218063881
1.89039277933334,1.21621330945826
1.48805473890654,2.83434396202357
1.75447607799741,2.05403104674392
1.72109692452538,2.69260085195005
1.52835836331487,1.75683485883097
1.76589722475766,1.2891570414287
1.59877647160345,1.515196291942
1.71435175984857,2.63239939539558
1.82888959814073,0.833525542371104
1.91653324682036,4.02657120924588
1.7804153997361,3.48982651767249
1.54193404433218,2.27152363549562
1.68371073021507,1.68827974839975
1.69107683539886,4.93257761621598
1.63829214464833,0.810669438257065
1.75964609639436,2.34526816085778
1.69881491720747,1.7585367723904
1.92931260914661,2.47494046680912
1.84605586701314,1.91498743149953
1.8321432007086,4.83230630717369
1.84251978748934,3.25054893632312
1.83468015207917,3.11274678011868
1.5479957174963,2.39266092034993
1.76171669178818,1.74538289033711
1.61988365320843,2.86789322058773
1.48636291215178,1.26709276997438
1.63735044308311,2.00513143052036
1.73170752578761,2.74052690839772
1.92463222474771,5.21211923609042
1.53356568641385,6.06251014212299
1.59957673811723,4.21491223781494
1.81916702144317,1.90366998813783
1.87176533337883,2.7448929366168
1.74827161829718,2.4252985881211
1.67472134722887,1.78264293785916
1.7170723253729,1.9580737815701
1.92174538353228,2.11609716019035
1.8700047247134,1.7775694806133
1.8363797816361,3.37434901960117
1.98970555256921,1.83766018017336
1.78358726502358,2.28962247849423
1.92514165262794,4.74422243466924
1.82157026056056,1.91732509723156
1.6201810260388,1.76453887549111
1.76867633243368,6.5118770608562
1.68149137280367,1.72716797323991
1.53324786797719,3.65511753513735
1.52306764492502,2.95711005901931
1.54466526340958,4.08869596680329
1.64526476212652,2.947430298187
1.89926759498077,2.25639747375721
1.83169851107815,2.05190305650413
1.57386338983779,1.25100588504689
1.67076443895015,2.31935393253924
1.5680775870738,2.96188609475772
1.68993847315589,0.889208904944437
1.52301747088458,1.73058164456271
1.49884091130415,1.19606368460394
1.59217688078573,1.62131987363067
1.75183301832843,2.8605445871991
1.76723071744568,1.98771797496331
1.67349345916881,2.12365427653994
1.68719063560521,3.81190469925069
1.67271345358663,2.99872956791598
1.67853464274764,2.01237485436273
1.68491454407113,1.15996338377347
1.68491454407113,1.04600999515171
1.54581340900568,2.44160368843587
1.83799311353026,2.87111847172279
1.6265613813763,4.16812235309194
1.62688169839685,1.77450407345066
1.62225271109611,0.958629896403369
1.58053985326123,1.17083634161123
1.6839832920585,0.673306055337363
1.57289346590209,1.75231172188794
1.73729179907949,3.23015360162724
1.48977402314221,5.21246955724066
1.6427698859019,3.28376425333729
1.77270072619894,2.57482098871959
1.72000204609626,0.972916805884915
1.94081545410452,1.20210084576308
1.85423535516462,1.69163482985657
1.86705986695711,1.6569395959735
1.87955490536676,3.00900134627715
1.62656113168754,2.59318806960157
1.97279574144521,6.7829952998153
1.98089166203397,3.44946347060267
1.92877154694914,3.06939011187334
1.81752295657787,2.37209169980156
1.76334731704624,3.33389402843068
1.89046094020514,1.01410617839222
1.63289776513023,2.04147751854657
1.5068349436554,3.08735241152836
1.70795033385245,1.84445073333203
1.65235884910227,3.38879111700585
1.65825968830878,3.0745563292316
1.8157058658875,1.80621108358142
1.78949449985492,1.62299571343132
1.80024361363881,3.07312052670921
1.74133862626316,2.93051415782543
1.70742801666224,1.0739123981872
1.59181800514714,1.98737310943934
1.43534993933332,3.21377796079815
1.6715464475767,0.901529274841782
1.68899145226782,6.2043089160942
1.5309642731693,1.52305084387272
1.5449960772219,5.32525125624609
1.79412628791254,1.40304048676744
1.57330434640215,1.12769525891904
1.71950591321633,2.02012522829372
1.60184617407564,1.49669698613029
1.70353384682908,3.28387577209593
1.80913713840836,3.88183324690546
2.01674726552024,5.20067906567399
1.85385037652025,1.2701014710187
1.72505311888247,2.24756595108184
1.88119368887616,0.85176849648211
1.70906515156716,2.07007833022244
1.7613663719114,4.47978829612699
1.71027803564152,2.99561455952643
1.53118475070214,1.58820226336927
1.49891846861069,1.55292391220813
1.64877312984767,3.72239401095283
1.68014618430168,1.41912191081338
1.79278948028631,2.20997648041426
1.61900058805812,5.86224226809057
1.5767208835801,2.70360498424656
1.71141870225197,4.73972482472448
1.65707359235253,1.77382551840039
1.84275996225416,1.42086091601079
1.82421226026127,2.00791862565933
1.61591957784886,4.03683384958833
1.80445373543706,2.29957597824822
1.79625879826444,2.26347058193685
1.63345854403891,3.00259361862377
1.79767997076908,2.47935461823038
1.80335156675703,2.7539739857765
1.80332809923437,1.12185343696385
1.86172716882495,2.52510034694021
1.54995524342812,2.43019134820196
1.62830332789165,3.67631969846477
1.47593215123346,3.15493934759103
1.45044419275741,1.28524001107649
1.61580295632393,1.81719480665611
1.75459318002334,3.74499889477826
1.70839301234675,1.1081019024833
1.63161465216125,1.34593933141262
1.73186577003957,3.84062934831046
1.77527274380143,1.43354263168452
1.78696872620568,3.72159032633089
1.84622795734636,2.87877209952355
1.57249991609401,5.56405902961064
1.5066539771691,1.48940093527053
1.50972695240783,1.06910228115349
1.32644090218253,2.41994940444299
1.7508591645158,1.87170291156389
1.68676349360456,1.97735559148148
2.19501305789423,2.20961739034846
2.09646015306126,3.83325844200927
1.80166859988913,2.45084520752036
1.92371072316971,0.516880884003883
1.88854257661915,2.33317671201884
1.57898785062607,2.42058613432593
1.80072545105192,3.9627172665682
1.85636269825723,1.73833983754866
1.81300463615489,2.44441879570201
1.85651245113046,1.06818342323471
1.61005418184392,2.39840052947994
1.73133640535459,1.34002785322363
1.88512845922933,1.44616380856336
1.65957722498128,2.11039656013936
1.64621256660727,2.70800860016867
1.658758284924,2.27775858093514
1.68302268542836,3.83668960866385
1.84581935595934,1.40276961457004
1.73355747564942,1.1731912546951
1.89042828314531,1.9547232033295
