prior_values,posterior_march_april,posterior_may_june
3.95057299215406,1.11128087985321,2.25049133694888
1.32682978328587,1.65686387048164,2.08933544463078
2.16010962253464,1.75232179363755,2.19647106455918
3.78460319322476,1.62652682696773,2.28979224953151
2.12213237228316,1.6197054622223,1.95240151133578
1.73539457181121,1.69260020582803,2.00421900784016
3.04729100057835,1.44539071719364,2.09246856567307
1.27781200373846,1.24117049892818,2.28959923067148
4.47668583290352,1.57079503444904,2.10526330018161
2.86001198989079,1.56941750908925,1.99528694085466
1.27916673722104,1.68938969878131,1.98024736805617
1.02678949764111,1.69502860471816,1.99048120815947
1.92861674765338,1.89416778511201,1.57685196062144
2.21912997950157,1.59639633805377,1.69590055714155
1.61196288672454,1.79479530450384,1.60696059695549
3.8308154256792,2.40777322859939,0.99301697855549
1.6405509177432,1.82711793136142,1.3362642894884
4.23563766264126,1.58879715339386,1.49785439491591
1.83766421390986,1.7587255877117,1.75481481381851
1.15666583006384,1.455598475211,1.62631127837547
5.40704328456455,1.31657968814597,1.66277922775405
4.783848332069,1.48895918688535,1.94710525673299
3.6357349897235,1.35966051594207,1.95298634068463
1.77127874560439,1.16258693934515,2.1839913091332
2.6409467602234,1.53042978273977,2.14918443423103
2.64083211594651,1.48926878467704,2.18470382859748
4.90568043789868,1.33827671249958,2.20320461547972
2.47056506644041,1.39286670903485,2.09137909944413
2.45855381942622,1.22374088225151,2.31120444133066
1.31578372990294,1.20168273913572,2.28273862814043
2.08775149664653,1.17373510381563,2.55517057293789
1.99084419006016,1.66409791316225,2.13221931386953
2.384927503409,1.46376989251866,2.65072846817644
2.92345582460859,1.71335680110448,2.08672322784949
7.91615522748231,1.770874659543,1.82819863123855
0.984904185351511,1.98090799882186,2.29574051139921
1.24717026220639,1.30898353580147,2.34502532123022
4.73487363008937,1.36680127203294,1.85609821724759
2.96206871282325,2.11636188361716,1.44825522879497
0.452364462259418,2.00743943392435,1.13042726885216
4.04582786428478,2.12252621707147,1.52462901361105
3.10448994586934,2.27968185677497,1.21512063171936
2.5737125220861,2.03265586594076,1.45537841117547
2.62398972198998,1.78525579763344,1.35217157490471
1.24302737573328,2.35350024514965,1.07100338519585
2.557512063812,2.45792991503739,1.21262715085748
0.674887879447812,3.09202207080284,0.980354512742312
2.9481023284424,2.43438860293288,1.2154441388183
5.59556155408904,2.11802514578142,1.37862155503299
3.5531611471689,2.33122702631796,1.39874496962476
1.55050497987065,1.97680226032984,1.50647099154007
1.97180834959325,2.1166205797563,1.35473204032023
2.41103467554475,1.93817466072976,1.31874226682508
1.97394012735987,1.58882751890517,1.66505751797832
2.43912308929721,1.70834745351885,1.60637337841099
1.71851386281985,1.59680517226442,1.61183542157128
3.05430226975417,1.60586828440795,1.44934977740343
1.6805525528931,2.19741356440978,1.29718234094274
0.950774711601548,2.35783779922991,1.09163569991555
3.3649087490457,2.88911143012422,1.12591435936282
1.78813229475689,2.94681883357153,1.24979937705536
2.45607029072904,2.52939955352046,1.37789334660556
2.23854058040667,3.08180681294689,1.18229739830926
2.54460884850015,3.34468755600319,1.03222144896602
1.78527374538076,3.0427336787752,1.08768297141824
2.31075584024622,2.5711376949631,1.22654797622072
0.706015772180847,2.58594682316477,1.50841448563121
2.18522918963103,2.26624769493708,1.37597018189558
1.80853975966643,2.28324351768002,1.56074147396333
1.83439915808756,2.32420639179821,1.27015575730652
1.315918986954,2.41123743186159,1.23000341964132
1.67756648817533,2.41123743186159,1.34647512296765
2.50697940252615,2.20337839721328,1.26987843840365
2.41263885461216,2.35413908918476,1.44466952304888
2.59055498172452,2.18379441696385,1.33806678304066
0.970982863744325,2.67273440833658,1.09033764937386
2.46737651021204,2.49136672578854,1.18973548565348
5.53277210708566,2.31989168758644,1.28907349643669
3.86098891980965,2.68097778406002,1.05899916715205
2.97321483859121,2.79257415956806,0.9497458921488
0.695240293392762,2.70352676283041,0.852422681087144
2.47640299792093,3.0404589342121,0.942686661175109
1.79562718611821,2.94117649871714,0.879867633200734
2.62779028511879,2.59278591912423,0.946810659915217
2.33630130336213,2.46169737459191,1.24495154436222
2.08233292510762,2.55420611996777,1.15092738245876
3.05026664800736,2.23287738767034,1.31733408571667
2.04250499999745,2.46173765079652,1.41799361123855
2.41446935285082,2.77485651601645,1.22169023345553
2.85870720639299,2.87007119833258,1.266097312251
2.60227776495657,2.57249378874321,1.23988492659996
2.19738447485707,2.47058090146805,1.31488639292315
1.94595503323269,2.18573202729326,1.25299836810675
3.8815396395744,2.38629155217247,1.12320459074646
1.76191937171989,2.54074320755305,0.991059341188806
2.96458260735921,2.51834139142868,1.22404994892186
2.02935642042601,2.30580963541716,1.34803999296723
1.72598216527802,2.42398805467758,1.09534300957122
2.88290851193732,2.04128218156603,1.45782666507819
3.38521488879563,2.08172813278663,1.28282297139629
1.07076413173748,1.65805616931517,1.3354757453508
1.40796187165901,2.04934535196294,1.2542284029492
1.23810906620248,3.22288023117118,0.963423001112045
2.28328370672309,2.92763530358216,1.18252398967749
1.34784327668451,2.4226676441862,1.24550835963332
3.26791223020337,1.61869079033616,1.68892105448292
1.78265340843045,1.59504034078862,1.73484811023773
1.7971740404221,1.15531136810846,2.01818954100561
1.90299053139972,1.81506577707434,1.51412077659119
5.55288152374461,1.89951335979229,1.39586948675898
3.08018929416641,1.98464846647118,1.36229186115355
1.72661069062289,1.8560951729765,1.34863959698523
2.32669487401619,1.79338352669861,1.44369117385141
1.59267475304675,1.99665876005393,1.47797269347679
2.90239272264153,1.72906321630871,1.52619527811519
1.50522684437863,2.2585010159839,1.19961055627794
4.35511504276298,2.54452681808323,1.33264529018091
3.68402462447404,1.97010003237555,1.71295008491323
2.04641523369598,1.57981537971109,1.71187211860854
3.17082756117778,1.72840304696142,1.55221455495068
2.02831465319072,1.83822240616352,1.51059166316274
3.80079410129709,1.88593844081337,1.62888554339862
2.88281260440207,1.62185107230146,1.44287201227969
3.47380933408065,1.88771774359431,1.20974184779069
3.11652054723711,1.56780290178838,1.5598728496558
3.48104434619643,1.52498594255887,1.80320661346468
2.05177396647864,1.93044895316067,1.79182362261499
4.21441646188578,1.81608558515678,1.56194633099725
1.79682220500739,2.21752983822347,1.37820222270752
1.35754347292081,1.81425942676876,1.68957147605144
1.7196432129973,1.84355047789088,1.65639238070198
5.14554036396158,1.54425977494222,1.48491309702749
2.52752902631067,1.33562697102879,1.6517076866018
1.61358643148792,1.94187079633256,1.37830161895036
1.96960435936161,1.81523612408787,1.35694618412063
3.19149467510102,1.57845573302699,1.70983208830716
1.99322035021603,1.0674084710801,1.91694247621339
5.26345132528125,1.58321094792964,1.26813443743068
2.20786715535927,2.62471486245377,1.19537238925885
1.38029181970673,2.06717055341556,1.24528857832936
1.90227499487677,2.40828135416689,0.789383873246867
1.530627875856,2.373448293895,0.921688944919865
2.56678944922316,2.29523627773439,1.06130322996375
1.61748013217963,2.56488814794836,1.14087738635369
1.56372498960318,2.6731287701234,1.25178373408223
2.47117055974263,2.0372224349072,1.62821666094151
1.22278183054296,2.49498105185868,1.21177509360568
1.3816973358497,2.21094757634772,1.52273025739101
0.66712475859171,1.87691917150523,1.47830759790594
6.48400210057587,2.09384625866652,0.928895710860319
1.19115590382707,2.86991705485058,0.945583349956291
1.53093799360233,2.90504096676603,1.04799637001103
2.19351735868535,2.372654231021,1.25493052584344
2.33109318613033,2.27978230779514,1.33302917142129
2.34728363674346,2.36109889768884,1.58539531251968
1.24934142557962,2.80878163157306,1.22500250851781
1.15908839959886,1.82634509188179,1.88308294133251
1.68713592908474,1.52762418152426,1.96958452280381
6.82747540356227,1.40163792140089,2.151230404832
3.59120719289978,1.67499359485151,2.25245393301809
2.84748991611968,1.36018559300662,2.01907569344099
7.33777312712603,1.2532123049621,1.91308664930337
1.06345053909108,1.66264953209855,2.27468657335275
2.18726706398853,1.57139633811839,2.1087475785705
1.80174800662451,1.7609075163027,1.73883974689202
3.07171181997525,2.00475922479752,1.71619592935382
2.5754542618836,1.57563327581841,1.82838872388589
2.29784273191333,1.62701794695051,1.78353971546952
1.82439559609408,1.55167307337762,1.66371671497309
1.27258962117524,1.41996020379138,1.92278597303433
1.88812933228864,1.7070928240595,1.69943773896153
1.80631257925436,1.53097935346242,1.48136577664802
1.82623492836269,1.6758450544344,1.85164167091129
2.05793974939028,1.30576532389539,2.08370708713827
1.35712166415702,2.26902429768936,1.9142088141848
2.60244434458058,2.00362565688487,1.79504266854971
2.51809501072737,1.51165230378609,2.01202068502861
3.71905380007242,1.97305429830752,1.65135341018362
7.81807574278635,2.00981188642257,1.62694943857727
1.14518314209191,1.9867612856403,1.78954314604565
1.73187973123493,2.16131181672796,1.59073160787899
2.59003836959879,2.28145694478492,1.63485556140131
2.62548977127905,2.13308638778138,1.38538706706626
2.94434216036245,2.64514162121249,1.27777416480371
1.71454727310395,2.83940627183642,0.95480641920175
1.32181154021569,3.0795669098624,0.861060875759094
4.31538761800664,3.0021494038022,0.758367464691392
5.38626658772624,3.30436028468754,0.920448360286119
1.15941349485958,2.9213231410031,1.08749514766196
2.97131422937471,2.70083359225159,0.95544686353417
7.26726432111147,2.45825154250241,1.17673773654864
2.30005333352389,2.58753587189204,1.08463803051546
1.37691266301854,2.92388466709224,1.10375103586905
2.91454096426364,2.5442111830195,1.23872084774273
4.87109041744166,2.75664716536945,1.19934225405764
1.90655208649234,2.91963389526236,0.681348371402882
1.7965911218496,3.136336612615,0.897448231814858
7.50757055671392,3.1108530815288,0.548343090935854
2.00599724896374,3.37577870464749,0.586490738255682
0.645832506685395,3.2642417536993,0.544199106089099
1.91387487488355,3.35172863674345,0.619848226466505
1.37725550533146,3.08373165118286,0.790001169355201
2.20695270660635,3.10549033940757,0.728728074360477
1.8364488283161,3.07638719845008,0.611322192924262
1.96965245844298,3.52789521295639,0.584616552616549
2.5477340548646,3.42483238172337,0.701820142394022
0.77537384010719,3.02681262463994,1.20962174922686
2.96202385260894,2.63370599363332,1.26559342759228
2.12022137207949,1.80945539652676,1.94399559505906
2.5988996375769,1.53133996027497,1.94507889401723
4.41358414663294,1.29750023345688,2.31102902648074
2.14696266656822,1.60849260168958,1.89124045032924
4.06738325126381,1.56372875776536,2.16566820998855
3.18129574801789,2.05331983267809,1.73310570309925
2.17983245060285,1.48639736004473,1.71029560403896
6.7179705672757,2.23981768294117,1.3101384385375
4.09467078540258,2.2328475845975,1.22036577642377
1.46279932126594,2.34352486853846,1.09568460638782
3.43570367907197,1.51541957750725,1.61096152285386
1.3718566815615,1.56088380331975,1.71611900314687
1.64401500702981,1.26877850234069,1.96762059178933
4.04460988373035,1.77036473380735,1.93292063553068
2.81169875449146,1.71692324092098,1.62555430250363
2.42139058034777,2.51832866061472,1.68888496882435
3.33136308953535,1.97115925944434,1.72149576537938
2.2660564415278,2.23522481373919,1.58699287845841
1.24197113651665,2.22107680698329,1.57119206630636
2.63626694166769,2.71807195839231,1.25109462705159
3.45923881873039,2.6617433240374,0.894501828709511
4.83196699449889,2.41192256139697,0.919333746513692
7.72325340477184,2.60416417952728,1.08955737671475
2.57154101182032,2.67185334527369,1.11133040420839
1.98981569503277,2.73347277918916,0.868426866146768
2.29261481700795,2.74743483728472,0.990137751308994
5.34562454460657,2.56665673301562,0.747495807548281
4.08216629230576,2.65678850369363,0.782417176606092
1.68771322900746,2.43983991186275,0.976254204085548
1.43223335811591,2.72221152071603,1.00875394760028
3.45629150128882,2.64950399304826,0.611014628557613
2.79143192313487,2.50092739127752,0.869495821168632
3.0125357242305,2.62021259519452,0.819277292378694
5.41270202949963,2.57511964124974,1.08574559490427
2.77492700909444,2.61379696405737,1.05455886096473
1.68627673011924,2.10835298545067,1.5409389409291
1.55089898008786,2.14033730913659,1.63502271046001
4.0271911094585,1.92166611237305,1.44081467505568
0.917761637656724,2.0280751124784,1.41287114474034
3.08394877566439,2.13474883590603,1.48215793666832
2.46380653930267,2.40274415029564,1.26863566597464
