prior_values,posterior_march_april,posterior_may_june
0.704718940996745,2,2
1.56038175072842,0.99154530881812,1.77431472317244
3.1332816690894,0.99154530881812,1.7904867027489
1.37020459068202,1.00328662909546,2.3185939979859
2.24305204604314,1.00328662909546,2.39398322912796
4.88008410294174,1.00328662909546,2.38710681328324
3.2927267264245,1.00328662909546,2.22843314619213
6.63009299167357,1.00328662909546,2.17581831854105
1.47014442330198,1.00328662909546,2.04374013781871
2.12271865784791,1.00328662909546,2.34300004521634
1.60991337267374,1.00328662909546,2.12787486041476
0.985570344947251,1.00328662909546,2.08327075024714
1.31733508550393,1.00328662909546,2.11577774733575
3.64297631247725,0.999473859015696,1.9874030448867
2.27359289894566,1.00451071445417,1.86385047123921
0.86929955886484,1.00451071445417,1.93484683968977
1.18074808977732,0.986965573007804,1.94190639131441
4.29891019096982,0.986965573007804,1.78899636853577
1.38997577636603,0.970339272200245,1.9065682434253
1.3738292905472,0.976375681052559,1.82384492409437
2.56212761511113,1.05522093533926,1.77447140209356
1.28668654372484,1.11541469661675,1.71647172262766
2.45268947931388,1.07043209164992,1.97079654293947
1.53255156894611,0.996538749374019,1.98963506733453
1.05068074260719,1.10160479060426,2.10895618965137
1.63619424283025,1.25647755473845,1.87240903782588
2.05083932818037,1.19247756855297,2.09388945743816
0.889526655426758,1.18596156645696,1.85764942988964
2.39156288149325,1.29310815391853,1.90524774459474
1.90562253957078,1.31372225662434,1.79678112825262
2.56837960139005,1.29561181023747,2.02062236665219
2.01635977636891,1.17200602089619,1.92182731980556
2.56019362083931,0.968940146638717,2.16061888900821
2.7140150518164,1.21192103283897,2.05526387166347
3.12932239569716,1.41807273479974,1.97736035612485
2.4437028295096,1.31117974853934,2.29393860906247
2.21543113135284,1.29610873235292,2.27481795263139
1.44633956277297,1.19567048752148,2.26735668216393
0.816212018709631,1.20439132934494,2.11908668937041
3.47187664858826,1.20499470552239,1.84789169465358
3.42503061723754,1.25770763796599,2.01194604865805
1.02212454842309,1.5176496398657,1.74316999023927
1.73719178187669,1.51106219152588,1.54975082284955
4.47826617594502,1.41970515985946,1.87318024875308
2.53818023191186,1.3850590291164,1.91371679005221
2.84480772939707,1.56780401213903,1.93632338932937
3.97448920109276,1.09903235288992,2.20958151672213
2.16620034810723,1.2131874099055,2.12763488801462
0.654645352507199,1.29330330293588,2.35770194971536
2.91003278467777,1.49387614576093,2.09252735220156
2.44081147773439,1.46569521369313,2.15616858406518
1.28029074675317,1.51583320923921,1.90672479040402
3.21672863954834,1.6331969264594,1.8074611619035
2.29820953293448,1.86029419194152,1.80808021397217
1.57643656513681,2.02147929990157,1.47521071840089
2.36401784507744,2.33065525439345,1.43786873455702
4.14163528863627,1.79462540598207,1.55544309427553
2.51032330584375,1.76192667863844,1.48816700468025
1.48185004645815,2.25448649941086,1.26819440782454
1.45208429680035,2.15379237548791,1.150973096586
1.95180517150223,2.1779559775038,1.46033024212828
3.56146485198622,1.69492606839896,1.76311717384199
3.24627162169837,1.93438101619806,1.4853477034223
2.89181819865636,2.42853016148125,1.24992024949605
1.34359154156,1.76902941364086,1.52481659772291
2.52086861207126,1.91703258321875,1.40502819919511
1.34933189203107,1.99591497035013,1.31420524759864
2.43611210473356,2.08933477633158,1.25500145440027
1.05775611146695,2.88213329751103,0.883751790815833
2.66945472961841,2.77240163919022,1.11566111286749
2.39358924105782,2.69547890632322,0.997945891792111
1.72386242402339,2.42376540360743,0.948209436949616
2.96610699537053,2.69458289287564,0.904311233171906
1.70886623202431,3.13254189552559,0.655049389090315
2.64538334759323,2.91734154675031,1.01342688813968
2.94005083687032,2.88399418310531,0.872521648582072
1.40150781870091,2.59124796156242,0.981580739564559
3.14217739379952,1.98103753213369,1.2592680132649
3.48541009725709,2.61897790596373,0.892361690185592
3.27893576148783,1.79742113058998,1.44562019140553
3.69969056167938,1.98685251025647,1.64115265235868
1.44835679032778,1.95870368524869,1.60828473741929
2.94071134342569,1.72151707720697,1.40643211828294
2.66235617231019,2.39141194509937,1.23199456558618
2.53166119353633,2.31297604469711,1.28341039173605
1.12063723281369,2.31378940229766,1.24167757650015
1.81261578351309,2.71414145269707,1.04806467870764
1.55748623571101,3.1200715197077,0.864724421272301
4.55030348478293,2.93091351031588,0.473766156222486
3.87455943822693,2.85314326277734,0.686432440703209
1.76296994586063,2.55408696788742,1.21623983287846
2.15003675915598,2.51910193907473,1.16346888467875
1.05506812553304,2.42053940394915,1.18177757580179
2.91353836958086,2.74152257088164,0.881308743369742
3.36645285857281,2.6413592353948,0.957279899789703
2.025019212287,2.07488057621218,1.17751276152727
1.33349370932217,1.96575360065705,1.17193255678632
3.15101407523356,1.87892985653849,1.59172713121051
5.73066549711949,2.32096848053729,1.38330401453365
2.11082953385679,2.21548322904081,1.14978582153206
2.65359871215881,2.20052309881471,1.01585066520392
2.48296636447593,2.02307969183157,1.2782790032865
0.570064937249645,2.32554577424587,1.31781820496171
2.21273494966906,2.81810352793597,1.38328280238001
5.70128935472641,1.93806736030921,1.58200737658046
3.63436352679439,2.02563166828148,1.80064597052096
1.79875351486132,1.520658567325,1.94048987483421
1.14801668880749,1.40668705284761,2.12011459346703
2.58170799297671,1.27013310958647,2.1135949225492
1.00255270881729,1.4020434314225,2.19827292859889
1.9236102957675,1.48242948082695,2.09577795137159
2.3592878784872,1.93199056750517,1.5082076211263
1.89019765235899,1.55674827873826,1.96195946264006
1.74651221712046,1.91659630021998,1.76103948124833
2.49388938585319,1.61166215664908,1.78908902854221
1.23483689257822,1.77289211389337,1.34581442633632
1.4547105881506,1.5953184828463,1.67526752521087
3.25754074522596,2.0070585040903,1.6857223811252
1.33796845091104,1.56188773778101,1.90048969479308
2.11098870456461,0.903648482003248,1.78500573645674
1.06927293271798,1.77621554107228,2.06746275458904
3.77744502175973,1.17132433935345,1.84133922803673
1.57717033255454,1.5369613209496,2.04026344058431
4.37072546588792,1.91868185196522,1.94549059581585
5.43186523332625,1.61456420592697,1.85282902487231
4.15861496549133,1.52855654267634,2.10469845995917
3.01954266027198,1.29899937793958,2.50557545085416
4.42273511044834,1.41886112919543,2.38910236771086
2.35263097017079,1.37537946594972,2.07802417982876
2.32305108648923,1.16966981858181,2.21010557807191
1.02336593212966,0.913124092387738,2.15799438833441
4.28514974038769,1.57613672698447,1.95555572768235
2.47700288164443,1.60029787748798,1.94328708547676
1.6786684894544,1.3334446603679,2.28184281157301
0.735838305243079,1.25320526644014,2.17173809754182
0.720445448959734,1.55752366083106,2.00929432484025
1.32168551718392,1.44326003865195,2.267459775274
1.5339540001584,1.46292337693034,2.33231468207454
3.17835963030947,0.916288439044561,2.16128652836656
0.944046613186842,1.00425434130496,2.26235715780243
2.80735907738948,1.26628195032087,2.36529770019645
3.03917952937578,1.45148686011391,2.25742010900005
5.12997771709923,1.58550373046039,2.25118089819236
4.32751637539644,1.4517801642007,2.12257580885358
1.86952618873609,1.34114263873839,1.96707926203293
3.1314727398179,1.43464515029363,1.85850864773104
0.541463355081177,1.16876322514173,1.9516044192875
1.11187487388638,1.69592933538949,1.67725277283366
1.11394233423998,1.17479283331143,1.88956118194465
1.53902945359186,1.69282800409333,1.58430973317007
1.59512388213678,1.39174296904753,1.63287572342463
4.59460191553487,1.78250705916189,1.52044747057116
1.32642410251779,1.58057429854907,1.95778921879306
2.11870655459755,1.43216947675774,2.16265592009271
1.84632364618267,1.49494111018204,1.87128939891941
2.27796782083636,1.92225021391971,2.04422653792081
2.38886430448056,1.60306176774039,2.31962957793292
1.61246157910117,1.78493782469965,2.21365147381309
1.40161143229718,1.3774805314687,2.10718338546078
3.92207280984245,1.45510982568134,2.08960964215885
1.81573557346971,1.68900321370175,2.29050915357589
2.06812376124862,1.82889660095351,2.21023877629463
1.23954606805071,2.19377117836869,1.92093381914891
2.4145331121842,2.17376187539367,1.61522896321774
2.87246382945141,2.10235373277276,1.68162450823183
2.10839306754389,1.98423087226854,2.24694627633662
1.35115146045638,1.24757182819679,2.14314529800761
3.34057616625537,1.32949221320096,2.0818773225371
2.24808482438485,0.932867273272838,2.08976248665796
2.14594480876082,1.87877088541281,2.033778764252
3.94879430309835,1.14465291660332,2.033778764252
1.55292479575562,1.11438510930266,2.10222606163532
2.71988161438183,1.67443217109598,2.11776706673661
3.42317557062752,1.74011375717833,2.07231394615293
0.836051749322797,1.90818838586973,1.37291013689398
2.92831872738166,1.60520592262793,1.67335993381924
1.98700839737313,1.6414431073551,1.93433867366931
0.703231663128735,1.70587817508615,2.29405580944966
1.65539701619968,1.11763375306019,2.20705124872849
1.40779577672096,1.23467798922965,2.38149564813643
1.09628686563213,1.3165949187052,2.16647741384467
1.0979790390053,1.13405268876075,2.11101867975938
4.35660432618751,1.30860574255956,2.29677102143188
2.50677699661896,1.70666493281004,2.16983565172146
2.34070211734752,1.43671074239341,2.13141380388743
2.08118522599016,1.31993389972959,1.80598415580465
2.69071572804947,1.67094654459763,1.90893942680903
1.96796814472958,1.71737314632203,1.84814315896208
2.520759004595,1.95758484235019,1.70481892214369
2.23881626004906,2.41064616933473,1.26187371560846
2.89682377767603,2.22830090554794,1.57332999400111
1.07846991504693,2.21082055547908,1.57685028929906
2.52902710656632,1.69761067792324,1.85258340963656
4.20202732416079,1.54833635122438,2.07246874479172
3.49680081772051,1.34534147126732,2.07463311397852
3.66925792301423,1.34534032489153,2.35133142938245
0.855703569469928,1.8024311591805,2.28878805878543
3.03341880928659,1.29982245169591,2.55920125472667
3.4283389158405,1.47649704255431,2.37935984873506
2.43876148184503,1.33138792068718,2.37935984873506
1.59922290470257,0.949443861217094,2.45310599562718
1.79636397006183,2.00484241082873,2.04608994460125
1.79283361908123,1.32343847369018,1.89741864002191
1.79419431596132,1.4377238554763,1.91499766373143
4.21461161501933,1.55431180581274,1.6392413009972
2.64295961141752,1.46745377855232,1.557735360096
1.46847857906684,1.29390305728587,2.05510210223363
1.84641318764552,1.52183506593127,2.23810167146137
2.28347072505821,1.49647800671697,2.00403574528247
0.900734887559018,1.89729986250074,1.84725833233135
1.65771876641536,1.53453052705187,1.83967774618282
1.89539338424391,2.07836515106567,1.70375120588467
1.58509551661164,2.41210546704682,1.36243936871503
2.80996980354115,2.21842399682413,1.51055163287946
3.06063800369887,2.47159777123277,1.26533295640417
3.50070410535188,2.54028630406616,1.02264792196378
2.03495226370753,2.65721850716832,0.985402921104465
4.72588188065317,2.66101065069986,1.01474075788323
2.4405116495893,2.620620043357,1.12456423281983
1.89106146372012,2.25586914280444,1.37717051990139
4.47440689994975,2.40938849616051,1.65914865969412
1.7971786519504,2.46974718388585,1.25610529162103
3.40889587275924,2.26562514387367,1.20783759871429
3.07427383212188,2.1694716952523,1.35455953822412
5.23578859117781,1.86400574190257,1.47405976436265
1.42108807578193,2.04837563487623,1.77822580372555
3.55846118605884,1.43495234269319,1.85663249259596
1.98265466064268,1.88340054829542,1.85663249259596
4.40409177141758,1.22637256589583,1.96129347660201
2.58654118273563,1.50672412172156,1.95236156516134
3.02408243876859,1.67245770189629,1.55198031235743
3.05622192975071,1.82353622167462,1.75988849378532
1.772344602906,2.16679134397689,1.37299442053329
1.67109226225581,2.2781004701948,1.3448213732801
1.82333290056238,2.35738398610504,0.941513350538513
1.21098643350775,2.48523375747104,1.15811377952154
1.60520939109469,2.28087224678449,1.23155819344652
1.87564903223139,1.95871216303871,1.24631189034364
1.88695017578804,1.56421604914878,1.66233162778652
2.28648607774277,2.09780844411439,1.67021903758491
2.16866738297511,1.73711374358158,1.7371160572806
2.68719319527475,1.84832700214755,1.68680116739985
2.40318593895352,1.45532505254358,1.91146630688943
3.37805069758143,1.47314954075206,2.01363731729983
2.97310896477648,1.0944900718915,2.21109282863137
3.93219466451771,1.77453011049625,1.82491070065435
2.42860547040104,1.85655368197785,1.48378106681686
3.15401565441875,2.28616097028937,1.56002243432867
3.30491881798567,1.72465404054359,1.30805972007113
1.89203165708128,1.62230404625026,1.35103500538444
2.07706209388575,1.1431410296281,1.79926286756547
2.80474024321457,1.10618889017073,1.9117594272376
2.01353450789706,0.830213194430599,2.06883109968965
2.77987885694977,1.51510174080671,1.84453753874513
1.65487593103072,1.75648892320758,1.62924604909924
1.52651155966168,1.64513314276797,1.5556108275126
3.66131569458085,1.7131872030936,1.39509023867602
1.55887183508279,2.04159472850146,1.17625269123579
3.06000255769817,2.03130077290872,0.836379109809162
1.35363164928366,1.88115679945129,0.819031252401455
0.595894292743508,2.2022629069292,0.968660903917264
4.76471349492175,2.14972871306713,0.911594015665717
1.27121999046256,1.91226299255517,1.1643256872065
2.46272525501904,1.72310165049303,1.13201474523408
2.37779514921011,2.12951229985283,0.950172938003258
2.46194811329743,2.09216190873967,0.659505992952369
1.90800805068103,2.0874705838229,0.559500919790658
3.14064617084903,2.34170921421497,0.702601022552009
4.06378274084337,2.36593538304408,0.623506391911804
3.34884915258121,2.3237026824855,0.599036027615202
2.5149464363813,2.37799881263135,0.905056968115412
4.14142606344294,2.35854048684086,1.06412134905988
2.85119118377483,1.32770443134483,1.61739155673819
3.59649921973946,1.85537755237176,0.879965394847214
1.6712833622904,2.14356033097079,1.19441262516472
0.783356306635118,1.85968160859623,1.34574874846967
2.14365143210523,1.58796320191188,1.40814923835877
1.46328585935428,1.47580679915295,1.790178429887
1.44230487100896,1.40389096104161,1.93509441050963
2.67565408869379,1.28431929947041,1.85262913020125
5.34247370111311,1.41777666552359,1.84767366251639
1.79231991588481,1.60943462422207,1.51562300466158
1.98735735959909,1.52663369472123,1.65965053529272
2.45558546175059,1.33321967548408,2.02705791678016
3.59655234624397,1.23796537434414,1.90311269906375
0.913206501698289,1.35049174168765,2.13549645948627
2.08571715789253,1.23217941618834,2.09982924396631
3.640467369694,1.2163597481099,2.2981551561376
3.76156903501892,1.2711454184249,2.11677327719311
4.38184147781644,1.61617809025053,2.1776899313708
2.92486620488987,1.39263913938969,2.37333306947167
1.34017172269947,1.01002690605811,2.47021893375913
3.01016163993281,1.03552074567481,2.7639711278563
2.06854832677857,1.40039848515742,2.53373420538883
2.96186605897829,1.37990028771179,2.48724895399801
0.932372161019958,1.46399577072521,2.13091358630692
1.34476304604923,1.56321376625434,1.78454940717845
2.31800340452309,1.59027431418408,1.73458250305994
1.24167531929701,1.39389461134743,1.74454192469462
4.55833702210307,1.4260195255666,1.37209077306596
1.00139018394224,1.62694092156024,1.28779158297492
2.97800093937518,1.90318215390865,1.38857850408803
1.34696121224449,1.76994362608488,1.37024776730459
1.3954715959224,1.88735496450098,1.37433945046664
1.08994934560034,2.04338316550976,1.41382882774063
1.48406565084285,2.07591820782486,1.54030565260881
2.92257703852323,1.85993275767091,1.39922733608496
2.30963814561628,2.36225433279228,1.04091593576673
1.78290217353546,2.11492069570709,1.21461855240204
1.0289566844934,1.94155042753933,1.4756195414472
5.15425427896527,1.77443346178885,1.77014902438117
1.16141400696406,3.23047694943533,1.13158963302185
3.74090824640523,2.94087799809778,1.04913868982731
2.56573708753665,2.4778250054738,1.03297752557915
3.15962956413021,2.50653203777317,1.12655317811575
1.73852346628048,2.16409588672367,1.35080309304891
1.87188721702506,2.446993816835,1.16389763004776
1.18577491550295,2.08609725721082,1.28339891739152
2.1340402344094,1.69646867731881,1.69426677965449
4.55020029632186,1.84244482826505,1.48042986700547
1.24700753846735,2.38415777824228,1.23836597735343
1.69510612512425,1.85907521854473,1.56606012570489
1.86572000963263,1.95895856714091,1.47860831726533
1.9300968599255,1.56547168323767,1.43768095960678
1.43636939205402,1.8997782297918,1.47633915748749
3.99177512387824,2.58019246123269,1.50492167620194
1.50763915452436,2.38920309487659,1.49415703247008
2.25859380649909,2.22374213181596,1.71817336510829
1.79174161713859,1.74036949383241,1.98878420300982
1.10070884660305,1.72308547206023,2.00174208055479
2.56202417646063,1.14658379367662,2.18565526143127
3.36853278948479,1.87019883811652,2.00151227670529
0.661341167212847,1.72995038337236,2.09580824413243
1.25856850563905,1.1111311842793,2.25896058883689
